ISCO,job_title,category,category_label
6221,water harvesting operative,27,"Market-oriented skilled forestry, fishery and hunting workers"
1324,senior supply chain manager,5,Production and specialised services managers
8151,motion minder,33,Stationary plant and machine operators
4312,cash controller,20,Numerical and material recording clerks
3324,graduate wholesale merchant in  fish,15,Business and administration associate professionals
1330,it systems manager,5,Production and specialised services managers
2431,channel manager,10,Business and administration professionals
3133,gas compressor station operator,13,Science and engineering associate professionals
5322,care attendant,24,Personal care workers
8211,gear box fitter,34,Assemblers
2310,professor of dentistry studies,9,Teaching professionals
4212,odds expert,19,Customer services clerks
9121,towel winder,36,Cleaners and helpers
2166,video director,7,Science and engineering professionals
3435,property maker and scenic artist,16,"Legal, social, cultural and related associate professionals"
2413,financial markets analyst,10,Business and administration professionals
2423,head hunter,10,Business and administration professionals
1223,footwear product development manager,4,Administrative and commercial managers
3331,senior export specialist in hides,15,Business and administration associate professionals
3323,wood merchant,15,Business and administration associate professionals
2310,midwife tutor,9,Teaching professionals
2412,risk management specialist,10,Business and administration professionals
8152,healding machinist,33,Stationary plant and machine operators
3331,graduate import export specialist in tobacco products,15,Business and administration associate professionals
8211,truck builder,34,Assemblers
4212,casino dealer,19,Customer services clerks
3312,loans adviser,15,Business and administration associate professionals
1321,area production manager,5,Production and specialised services managers
1221,tourism distribution manager,4,Administrative and commercial managers
2310,university teaching aide,9,Teaching professionals
3412,early intervention worker (families),16,"Legal, social, cultural and related associate professionals"
3434,private cook,16,"Legal, social, cultural and related associate professionals"
2320,sales and marketing vocational teacher,9,Teaching professionals
5165,driving examiner,22,Personal service workers
2422,committee officer,10,Business and administration professionals
7317,broom production plant operative,30,Handicraft and printing workers
3257,health care inspector,14,Health associate professionals
2264,electro-therapist,8,Health professionals
7533,sports glove manufacturer,32,"Food processing, wood working, garment and other craft and related trades workers"
3331,import export specialist in flowers and plants,15,Business and administration associate professionals
5223,clothing specialised seller,23,Sales workers
3112,construction planner,13,Science and engineering associate professionals
8181,skimmer,33,Stationary plant and machine operators
3332,event assistant,15,Business and administration associate professionals
7543,bench inspector,32,"Food processing, wood working, garment and other craft and related trades workers"
2411,accountant and auditor,10,Business and administration professionals
9329,burner's assistant,38,"Labourers in mining, construction, manufacturing and transport"
8211,lorry engine assembler,34,Assemblers
5414,gate attendant,25,Protective services workers
2635,adoption officer,12,"Legal, social and cultural professionals"
7516,curing room operative,32,"Food processing, wood working, garment and other craft and related trades workers"
3331,customs broker,15,Business and administration associate professionals
3331,freight forwarding manager,15,Business and administration associate professionals
2330,chemistry teacher,9,Teaching professionals
4323,road transport maintenance scheduler,20,Numerical and material recording clerks
8322,patient transportation services driver,35,Drivers and mobile plant operators
3435,henna artist,16,"Legal, social, cultural and related associate professionals"
5223,bus and coach parts operative,23,Sales workers
2432,intercultural consultant,10,Business and administration professionals
3521,cinematograph operator,17,Information and communications technicians
4321,raw materials reception operative,20,Numerical and material recording clerks
