ISCO,job_title,sub_major_category,sub_major_category_label,major_category,major_category_label
8152,hosiery worker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
2166,advanced desktop publilsher,21,Science and engineering professionals,2,Professionals
2421,management services adviser,24,Business and administration professionals,2,Professionals
5164,animal carer,51,Personal service workers,5,Service and Sales Workers
5311,school bus chief attendant,53,Personal care workers,5,Service and Sales Workers
5132,bar operative,51,Personal service workers,5,Service and Sales Workers
3115,boat engine test technician,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7223,punch machine operative,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
7126,gas plant engineer,71,Building and Related Trades Workers (excluding Electricians),7,Craft and Related Trades Workers
3412,care broker,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
4323,gas production planner,43,Numerical and material recording clerks,4,Clerical Support Workers
1324,import export manager in pharmaceutical goods,13,Production and Specialized Services Managers,1,Managers
1420,bathroom showroom manager,14,"Hospitality, retail and other services managers",1,Managers
5322,school bus escort,53,Personal care workers,5,Service and Sales Workers
8219,solutionist,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
7322,flexographic press operator,73,Handicraft and printing workers,7,Craft and Related Trades Workers
8131,calciner watcher,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
4214,bill and account recovery agent,42,Customer services clerks,4,Clerical Support Workers
1349,book publisher,13,Production and Specialized Services Managers,1,Managers
8322,funeral driver,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
3122,gas purifier foreman,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
2621,art curator,26,"Legal, social and cultural professionals",2,Professionals
3411,probate manager,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
7224,core dresser,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
2330,business studies and economics teacher,23,Teaching professionals,2,Professionals
7412,lift erector,74,Electrical and Electronics Trades Workers,7,Craft and Related Trades Workers
3115,optomechanical engineering assistant,31,Science and engineering associate professionals,3,Technicians and Associate Professionals
7516,leaf quality inspector,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
1221,graduate international licensing manager,12,Administrative and commercial managers,1,Managers
5223,graduate car leasing agent,52,Sales workers,5,Service and Sales Workers
5223,part-time help,52,Sales workers,5,Service and Sales Workers
8171,pulp and paper production specialist,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
3431,photo journalist,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
5249,rental sales supervisor,52,Sales workers,5,Service and Sales Workers
5223,house linen specialised seller,52,Sales workers,5,Service and Sales Workers
7223,automatic setter,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
1420,lawn and garden shop manager,14,"Hospitality, retail and other services managers",1,Managers
2320,teacher in transportation technology,23,Teaching professionals,2,Professionals
2221,clinical nurse specialist,22,Health professionals,2,Professionals
1120,airport CEO,11,"Chief executives, senior officials and legislators",1,Managers
1420,contacts and glasses store manager,14,"Hospitality, retail and other services managers",1,Managers
1324,trainee export manager in clothing and footwear,13,Production and Specialized Services Managers,1,Managers
2656,broadcasting presenter,26,"Legal, social and cultural professionals",2,Professionals
8212,electromechanical equipment products assembly operative,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
3411,court adminstrative officer,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
4110,project support worker,41,General and keyboard clerks,4,Clerical Support Workers
8219,sackhand,82,Assemblers,8,"Plant and Machine Operators, and Assemblers"
8131,varnish and paint maker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7543,instrument tester,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
2166,graphics designer,21,Science and engineering professionals,2,Professionals
3312,lending controller,33,Business and administration associate professionals,3,Technicians and Associate Professionals
2635,homeless advice worker,26,"Legal, social and cultural professionals",2,Professionals
3435,costume coordinator,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
2250,veterinary comparative nutritionist,22,Health professionals,2,Professionals
7321,copper plate engraver,73,Handicraft and printing workers,7,Craft and Related Trades Workers
8160,cask marker,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
9329,netter,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
7316,dial writer,73,Handicraft and printing workers,7,Craft and Related Trades Workers
5120,saucier,51,Personal service workers,5,Service and Sales Workers
9211,cotton picker,92,"Agricultural, forestry and fishery labourers",9,Elementary Occupations
9329,cleaner-stoker,93,"Labourers in mining, construction, manufacturing and transport",9,Elementary Occupations
5223,filling station shop worker,52,Sales workers,5,Service and Sales Workers
1345,international marketing officer,13,Production and Specialized Services Managers,1,Managers
3412,intensive family support worker,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
2163,3D car designer,21,Science and engineering professionals,2,Professionals
2352,preschool special educational needs teacher,23,Teaching professionals,2,Professionals
7315,glass finisher,73,Handicraft and printing workers,7,Craft and Related Trades Workers
7532,puff cutter,75,"Food Processing, Woodworking, Garment and Other Craft and Related Trades Workers",7,Craft and Related Trades Workers
3411,court supporter,34,"Legal, social, cultural and related associate professionals",3,Technicians and Associate Professionals
2162,landscape consultant,21,Science and engineering professionals,2,Professionals
310,military police,3,"Armed forces occupations, other ranks",0,Armed Forces Occupations
8343,pit crane operator,83,Drivers and mobile plant operators,8,"Plant and Machine Operators, and Assemblers"
2310,university assistant,23,Teaching professionals,2,Professionals
9121,laundress,91,Cleaners and helpers,9,Elementary Occupations
8132,photographic operator,81,Stationary plant and machine operators,8,"Plant and Machine Operators, and Assemblers"
7212,sheet-metal solderer,72,"Metal, machinery and related trades workers",7,Craft and Related Trades Workers
